"audit_rate","replicate","method","audited_n","estimate","truth","error","squared_error"
0.02,15,"Augmented",344,0.00192724904322254,0.00529178061490759,-0.00336453157168504,1.13200726968654e-05
0.02,15,"SoftProxyMisspecified",344,0.00447941069561994,0.00529178061490759,-0.000812369919287641,6.59944885763408e-07
0.02,15,"AugmentedMisspecified",344,0.00121974323579017,0.00529178061490759,-0.00407203737911742,1.65814884169294e-05
0.02,16,"True",363,0.00529178061490759,0.00529178061490759,0,0
0.02,16,"SoftProxy",363,-0.00212189008911002,0.00529178061490759,-0.00741367070401761,5.4962513307609e-05
0.02,16,"HardProxy",363,-0.000205921588298246,0.00529178061490759,-0.00549770220320583,3.02247295151343e-05
0.02,16,"IPW",363,-0.000606404711273806,0.00529178061490759,-0.00589818532618139,3.47885901419815e-05
0.02,16,"Augmented",363,-0.000424819045178115,0.00529178061490759,-0.0057165996600857,3.26795116736919e-05
0.02,16,"SoftProxyMisspecified",363,-0.00112442867399,0.00529178061490759,-0.00641620928889759,4.11677416389357e-05
0.02,16,"AugmentedMisspecified",363,-0.000957195676828862,0.00529178061490759,-0.00624897629173645,3.90497046946842e-05
0.02,17,"True",329,0.00529178061490759,0.00529178061490759,0,0
0.02,17,"SoftProxy",329,0.00914379738639845,0.00529178061490759,0.00385201677149087,1.48380332078469e-05
0.02,17,"HardProxy",329,0.0189059582129725,0.00529178061490759,0.0136141775980649,0.000185345831671653
0.02,17,"IPW",329,0.00658859467455394,0.00529178061490759,0.00129681405964635,1.68172670529645e-06
0.02,17,"Augmented",329,0.0101151696237947,0.00529178061490759,0.00482338900888716,2.32650815310535e-05
0.02,17,"SoftProxyMisspecified",329,0.00582462755144554,0.00529178061490759,0.000532846936537957,2.83925857777886e-07
0.02,17,"AugmentedMisspecified",329,0.00919858209659459,0.00529178061490759,0.003906801481687,1.52630978173118e-05
0.02,18,"True",358,0.00529178061490759,0.00529178061490759,0,0
0.02,18,"SoftProxy",358,0.00279107025941012,0.00529178061490759,-0.00250071035549747,6.25355228209228e-06
0.02,18,"HardProxy",358,0.00881558206613094,0.00529178061490759,0.00352380145122335,1.24171766676438e-05
0.02,18,"IPW",358,-0.00511035261938855,0.00529178061490759,-0.0104021332342961,0.000108204375824048
0.02,18,"Augmented",358,0.00311582214084366,0.00529178061490759,-0.00217595847406392,4.7347952808506e-06
0.02,18,"SoftProxyMisspecified",358,0.00393914148596139,0.00529178061490759,-0.0013526391289462,1.82963261315632e-06
0.02,18,"AugmentedMisspecified",358,0.00149428774850686,0.00529178061490759,-0.00379749286640073,1.44209520703644e-05
0.02,19,"True",363,0.00529178061490759,0.00529178061490759,0,0
0.02,19,"SoftProxy",363,0.00103443394727409,0.00529178061490759,-0.00425734666763349,1.812500064841e-05
